,Unnamed: 0,id,date,from_id,to_id,fwd_from,message
215,215,92899,2020-07-31 07:38:33+00:00,347963763,511986933,"MessageFwdHeader(date=datetime.datetime(2020, 7, 31, 7, 38, 4, tzinfo=datetime.timezone.utc), from_id=1001618937, from_name=None, channel_id=None, channel_post=None, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",мочь писать коментар допомогть покращити наш бот дякуємо мочь писати коментар який використовуючий команда start survey
216,216,92898,2020-07-31 07:38:33+00:00,347963763,511986933,"MessageFwdHeader(date=datetime.datetime(2020, 7, 31, 7, 38, 4, tzinfo=datetime.timezone.utc), from_id=347963763, from_name=None, channel_id=None, channel_post=None, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",start survey
217,217,92897,2020-07-31 07:37:31+00:00,347963763,511986933,,получиться пофикситьр
218,218,92896,2020-07-31 07:36:31+00:00,347963763,511986933,,успеть удалитьь
219,219,92895,2020-07-31 07:36:22+00:00,347963763,511986933,,случай телега devops взламать искать пароль компания
220,220,92894,2020-07-31 07:35:53+00:00,347963763,511986933,,взломать аккаунт доступ парольметр
221,221,92893,2020-07-31 07:35:22+00:00,347963763,511986933,,желателино
222,222,92890,2020-07-31 07:34:36+00:00,511986933,347963763,,интересный botfather сорбщение удалитьь
223,223,92889,2020-07-31 07:34:17+00:00,347963763,511986933,,
224,224,92888,2020-07-31 07:34:16+00:00,347963763,511986933,,
225,225,92887,2020-07-31 07:34:10+00:00,511986933,347963763,,удаляй сохраньлитр
226,226,92886,2020-07-31 07:33:53+00:00,511986933,347963763,,раща пислитр
227,227,92885,2020-07-31 07:33:45+00:00,511986933,347963763,,сохрань удать сообщение
228,228,92884,2020-07-31 07:33:35+00:00,347963763,511986933,,супер хранить чата приватный ключ токена скажа нужный удатью
229,229,92883,2020-07-31 07:32:41+00:00,511986933,347963763,,готовыйо
230,230,92873,2020-07-31 07:30:11+00:00,347963763,511986933,,боевой ключ
231,231,92870,2020-07-31 07:29:05+00:00,511986933,347963763,,делатьь
232,232,92869,2020-07-31 07:28:21+00:00,511986933,347963763,,скинь приватный пвблик ключ
233,233,92868,2020-07-31 07:28:12+00:00,511986933,347963763,,
234,234,92867,2020-07-31 07:00:23+00:00,347963763,511986933,,писать поддержка говорить вместе server url передавать result url liqpay отправлять пользователь оплата сайт пробовать ставить result url telegram думаешр
235,235,92866,2020-07-31 06:58:07+00:00,347963763,511986933,,нравиться liqpay нажатие кнопка повернутись сайт отправлять harmix com harmix bot
236,236,92865,2020-07-31 06:23:02+00:00,347963763,511986933,,менять настройко херока liqpay ключ слово test токено менять live
237,237,92864,2020-07-31 06:21:47+00:00,347963763,511986933,,делать бот переейти боевой режьметр
238,238,92863,2020-07-31 06:21:12+00:00,347963763,511986933,,ура наш стартап активировать aws activate сново включить liqpay
239,239,92862,2020-07-30 21:50:28+00:00,347963763,511986933,,типа
240,240,92861,2020-07-30 21:50:25+00:00,347963763,511986933,,жаль telegram дає можливості завантажувати чат бота файль завантажити відео скористаться кнопка нижкой завантажить відео веб сайт
241,241,92860,2020-07-30 21:48:40+00:00,347963763,511986933,,добавить сообщение который объяснить видео сайт загрузитьр
